,time,SCE
1247,2004-07-26,0
1248,2004-08-02,0
1249,2004-08-09,0
1250,2004-08-16,0
1251,2004-08-23,0
1252,2004-08-30,0
1253,2004-09-06,0
1254,2004-09-13,0
1255,2004-09-20,0
1256,2004-09-27,0
1257,2004-10-04,0
1258,2004-10-11,0
1259,2004-10-18,0
1260,2004-10-25,0
1261,2004-11-01,0
1262,2004-11-08,0
1263,2004-11-15,0
1264,2004-11-22,0
1265,2004-11-29,0
1266,2004-12-06,0
1267,2004-12-13,0
1268,2004-12-20,0
1269,2004-12-27,1
1270,2005-01-03,1
1271,2005-01-10,1
1272,2005-01-17,1
1273,2005-01-24,1
1274,2005-01-31,1
1275,2005-02-07,1
1276,2005-02-14,0
1277,2005-02-21,1
1278,2005-02-28,1
1279,2005-03-07,0
1280,2005-03-14,1
1281,2005-03-21,0
1282,2005-03-28,0
1283,2005-04-04,0
1284,2005-04-11,0
1285,2005-04-18,0
1286,2005-04-25,0
1287,2005-05-02,0
1288,2005-05-09,0
1289,2005-05-16,0
1290,2005-05-23,0
1291,2005-05-30,0
1292,2005-06-06,0
1293,2005-06-13,0
1294,2005-06-20,0
1295,2005-06-27,0
1296,2005-07-04,0
1297,2005-07-11,0
1298,2005-07-18,0
1299,2005-07-25,0
1300,2005-08-01,0
1301,2005-08-08,0
1302,2005-08-15,0
1303,2005-08-22,0
1304,2005-08-29,0
1305,2005-09-05,0
1306,2005-09-12,0
1307,2005-09-19,0
1308,2005-09-26,0
1309,2005-10-03,0
1310,2005-10-10,0
1311,2005-10-17,0
1312,2005-10-24,0
1313,2005-10-31,0
1314,2005-11-07,0
1315,2005-11-14,1
1316,2005-11-21,0
1317,2005-11-28,1
1318,2005-12-05,1
1319,2005-12-12,1
1320,2005-12-19,1
1321,2005-12-26,1
1322,2006-01-02,1
1323,2006-01-09,1
1324,2006-01-16,1
1325,2006-01-23,1
1326,2006-01-30,1
1327,2006-02-06,1
1328,2006-02-13,1
1329,2006-02-20,1
1330,2006-02-27,1
1331,2006-03-06,1
1332,2006-03-13,0
1333,2006-03-20,0
1334,2006-03-27,0
1335,2006-04-03,0
1336,2006-04-10,0
1337,2006-04-17,0
1338,2006-04-24,0
1339,2006-05-01,0
1340,2006-05-08,0
1341,2006-05-15,0
1342,2006-05-22,0
1343,2006-05-29,0
1344,2006-06-05,0
1345,2006-06-12,0
1346,2006-06-19,0
1347,2006-06-26,0
1348,2006-07-03,0
1349,2006-07-10,0
1350,2006-07-17,0
1351,2006-07-24,0
1352,2006-07-31,0
1353,2006-08-07,0
1354,2006-08-14,0
1355,2006-08-21,0
1356,2006-08-28,0
1357,2006-09-04,0
1358,2006-09-11,0
1359,2006-09-18,0
1360,2006-09-25,0
1361,2006-10-02,0
1362,2006-10-09,0
1363,2006-10-16,0
1364,2006-10-23,0
1365,2006-10-30,0
1366,2006-11-06,0
1367,2006-11-13,0
1368,2006-11-20,0
1369,2006-11-27,0
1370,2006-12-04,1
1371,2006-12-11,0
1372,2006-12-18,0
1373,2006-12-25,0
1374,2007-01-01,1
1375,2007-01-08,1
1376,2007-01-15,1
1377,2007-01-22,1
1378,2007-01-29,1
1379,2007-02-05,1
1380,2007-02-12,1
1381,2007-02-19,1
1382,2007-02-26,1
1383,2007-03-05,1
1384,2007-03-12,1
1385,2007-03-19,1
1386,2007-03-26,0
1387,2007-04-02,0
1388,2007-04-09,1
1389,2007-04-16,0
1390,2007-04-23,0
1391,2007-04-30,0
1392,2007-05-07,0
1393,2007-05-14,0
1394,2007-05-21,0
1395,2007-05-28,0
1396,2007-06-04,0
1397,2007-06-11,0
1398,2007-06-18,0
1399,2007-06-25,0
1400,2007-07-02,0
1401,2007-07-09,0
1402,2007-07-16,0
1403,2007-07-23,0
1404,2007-07-30,0
1405,2007-08-06,0
1406,2007-08-13,0
1407,2007-08-20,0
1408,2007-08-27,0
1409,2007-09-03,0
1410,2007-09-10,0
1411,2007-09-17,0
1412,2007-09-24,0
1413,2007-10-01,0
1414,2007-10-08,0
1415,2007-10-15,0
1416,2007-10-22,0
1417,2007-10-29,0
1418,2007-11-05,0
1419,2007-11-12,0
1420,2007-11-19,0
1421,2007-11-26,0
1422,2007-12-03,1
1423,2007-12-10,1
1424,2007-12-17,1
1425,2007-12-24,1
1426,2007-12-31,1
1427,2008-01-07,1
1428,2008-01-14,1
1429,2008-01-21,1
1430,2008-01-28,1
1431,2008-02-04,1
1432,2008-02-11,1
1433,2008-02-18,1
1434,2008-02-25,1
1435,2008-03-03,0
1436,2008-03-10,1
1437,2008-03-17,0
1438,2008-03-24,1
1439,2008-03-31,0
1440,2008-04-07,0
1441,2008-04-14,0
1442,2008-04-21,0
1443,2008-04-28,0
1444,2008-05-05,0
1445,2008-05-12,0
1446,2008-05-19,0
1447,2008-05-26,0
1448,2008-06-02,0
1449,2008-06-09,0
1450,2008-06-16,0
1451,2008-06-23,0
1452,2008-06-30,0
1453,2008-07-07,0
1454,2008-07-14,0
1455,2008-07-21,0
1456,2008-07-28,0
1457,2008-08-04,0
1458,2008-08-11,0
1459,2008-08-18,0
1460,2008-08-25,0
1461,2008-09-01,0
1462,2008-09-08,0
1463,2008-09-15,0
1464,2008-09-22,0
1465,2008-09-29,0
1466,2008-10-06,0
1467,2008-10-13,0
1468,2008-10-20,0
1469,2008-10-27,0
1470,2008-11-03,0
1471,2008-11-10,1
1472,2008-11-17,1
1473,2008-11-24,1
1474,2008-12-01,1
1475,2008-12-08,1
1476,2008-12-15,1
1477,2008-12-22,1
1478,2008-12-29,1
1479,2009-01-05,1
1480,2009-01-12,1
1481,2009-01-19,1
1482,2009-01-26,1
1483,2009-02-02,1
1484,2009-02-09,1
1485,2009-02-16,1
1486,2009-02-23,1
1487,2009-03-02,1
1488,2009-03-09,1
1489,2009-03-16,1
1490,2009-03-23,1
1491,2009-03-30,1
1492,2009-04-06,1
1493,2009-04-13,1
1494,2009-04-20,0
1495,2009-04-27,0
1496,2009-05-04,0
1497,2009-05-11,0
1498,2009-05-18,0
1499,2009-05-25,0
1500,2009-06-01,0
1501,2009-06-08,0
1502,2009-06-15,0
1503,2009-06-22,0
1504,2009-06-29,0
1505,2009-07-06,0
1506,2009-07-13,0
1507,2009-07-20,0
1508,2009-07-27,0
1509,2009-08-03,0
1510,2009-08-10,0
1511,2009-08-17,0
1512,2009-08-24,0
1513,2009-08-31,0
1514,2009-09-07,0
1515,2009-09-14,0
1516,2009-09-21,0
1517,2009-09-28,0
1518,2009-10-05,0
1519,2009-10-12,1
1520,2009-10-19,0
1521,2009-10-26,0
1522,2009-11-02,0
1523,2009-11-09,0
1524,2009-11-16,0
1525,2009-11-23,0
1526,2009-11-30,0
1527,2009-12-07,1
1528,2009-12-14,1
1529,2009-12-21,1
1530,2009-12-28,1
1531,2010-01-04,1
1532,2010-01-11,1
1533,2010-01-18,1
1534,2010-01-25,1
1535,2010-02-01,1
1536,2010-02-08,1
1537,2010-02-15,1
1538,2010-02-22,1
1539,2010-03-01,1
1540,2010-03-08,1
1541,2010-03-15,1
1542,2010-03-22,1
1543,2010-03-29,0
1544,2010-04-05,0
1545,2010-04-12,0
1546,2010-04-19,0
1547,2010-04-26,0
1548,2010-05-03,0
1549,2010-05-10,0
1550,2010-05-17,0
1551,2010-05-24,0
1552,2010-05-31,0
1553,2010-06-07,0
1554,2010-06-14,0
1555,2010-06-21,0
1556,2010-06-28,0
1557,2010-07-05,0
1558,2010-07-12,0
1559,2010-07-19,0
1560,2010-07-26,0
1561,2010-08-02,0
1562,2010-08-09,0
1563,2010-08-16,0
1564,2010-08-23,0
1565,2010-08-30,0
1566,2010-09-06,0
1567,2010-09-13,0
1568,2010-09-20,0
1569,2010-09-27,0
1570,2010-10-04,0
1571,2010-10-11,0
1572,2010-10-18,0
1573,2010-10-25,0
1574,2010-11-01,1
1575,2010-11-08,0
1576,2010-11-15,0
1577,2010-11-22,1
1578,2010-11-29,1
1579,2010-12-06,1
1580,2010-12-13,1
1581,2010-12-20,1
1582,2010-12-27,1
1583,2011-01-03,1
1584,2011-01-10,1
1585,2011-01-17,1
1586,2011-01-24,1
1587,2011-01-31,1
1588,2011-02-07,1
1589,2011-02-14,1
1590,2011-02-21,1
1591,2011-02-28,1
1592,2011-03-07,1
1593,2011-03-14,1
1594,2011-03-21,1
1595,2011-03-28,1
1596,2011-04-04,1
1597,2011-04-11,0
1598,2011-04-18,1
1599,2011-04-25,0
1600,2011-05-02,0
1601,2011-05-09,0
1602,2011-05-16,0
1603,2011-05-23,0
1604,2011-05-30,0
1605,2011-06-06,0
1606,2011-06-13,0
1607,2011-06-20,0
1608,2011-06-27,0
1609,2011-07-04,0
1610,2011-07-11,0
1611,2011-07-18,0
1612,2011-07-25,0
1613,2011-08-01,0
1614,2011-08-08,0
1615,2011-08-15,0
1616,2011-08-22,0
1617,2011-08-29,0
1618,2011-09-05,0
1619,2011-09-12,0
1620,2011-09-19,0
1621,2011-09-26,0
1622,2011-10-03,0
1623,2011-10-10,0
1624,2011-10-17,0
1625,2011-10-24,0
1626,2011-10-31,0
1627,2011-11-07,0
1628,2011-11-14,0
1629,2011-11-21,0
1630,2011-11-28,0
1631,2011-12-05,1
1632,2011-12-12,1
1633,2011-12-19,0
1634,2011-12-26,0
1635,2012-01-02,0
1636,2012-01-09,0
1637,2012-01-16,1
1638,2012-01-23,1
1639,2012-01-30,1
1640,2012-02-06,0
1641,2012-02-13,0
1642,2012-02-20,0
1643,2012-02-27,1
1644,2012-03-05,1
1645,2012-03-12,0
1646,2012-03-19,0
1647,2012-03-26,0
1648,2012-04-02,0
1649,2012-04-09,0
1650,2012-04-16,0
1651,2012-04-23,0
1652,2012-04-30,0
1653,2012-05-07,0
1654,2012-05-14,0
1655,2012-05-21,0
1656,2012-05-28,0
1657,2012-06-04,0
1658,2012-06-11,0
1659,2012-06-18,0
1660,2012-06-25,0
1661,2012-07-02,0
1662,2012-07-09,0
1663,2012-07-16,0
1664,2012-07-23,0
1665,2012-07-30,0
1666,2012-08-06,0
1667,2012-08-13,0
1668,2012-08-20,0
1669,2012-08-27,0
1670,2012-09-03,0
1671,2012-09-10,0
1672,2012-09-17,0
1673,2012-09-24,0
1674,2012-10-01,0
1675,2012-10-08,0
1676,2012-10-15,0
1677,2012-10-22,0
1678,2012-10-29,0
1679,2012-11-05,0
1680,2012-11-12,1
1681,2012-11-19,0
1682,2012-11-26,0
1683,2012-12-03,0
1684,2012-12-10,1
1685,2012-12-17,1
1686,2012-12-24,1
1687,2012-12-31,1
1688,2013-01-07,1
1689,2013-01-14,1
1690,2013-01-21,1
1691,2013-01-28,1
1692,2013-02-04,1
1693,2013-02-11,1
1694,2013-02-18,1
1695,2013-02-25,1
1696,2013-03-04,1
1697,2013-03-11,1
1698,2013-03-18,1
1699,2013-03-25,1
1700,2013-04-01,1
1701,2013-04-08,1
1702,2013-04-15,1
1703,2013-04-22,1
1704,2013-04-29,0
1705,2013-05-06,0
1706,2013-05-13,0
1707,2013-05-20,0
1708,2013-05-27,0
1709,2013-06-03,0
1710,2013-06-10,0
1711,2013-06-17,0
1712,2013-06-24,0
1713,2013-07-01,0
1714,2013-07-08,0
1715,2013-07-15,0
1716,2013-07-22,0
1717,2013-07-29,0
1718,2013-08-05,0
1719,2013-08-12,0
1720,2013-08-19,0
1721,2013-08-26,0
1722,2013-09-02,0
1723,2013-09-09,0
1724,2013-09-16,0
1725,2013-09-23,0
1726,2013-09-30,0
1727,2013-10-07,0
1728,2013-10-14,0
1729,2013-10-21,0
1730,2013-10-28,0
1731,2013-11-04,0
1732,2013-11-11,0
1733,2013-11-18,0
1734,2013-11-25,0
1735,2013-12-02,0
1736,2013-12-09,1
1737,2013-12-16,1
1738,2013-12-23,1
1739,2013-12-30,1
1740,2014-01-06,1
1741,2014-01-13,1
1742,2014-01-20,1
1743,2014-01-27,1
1744,2014-02-03,1
1745,2014-02-10,1
1746,2014-02-17,1
1747,2014-02-24,1
1748,2014-03-03,1
1749,2014-03-10,1
1750,2014-03-17,0
1751,2014-03-24,0
1752,2014-03-31,1
1753,2014-04-07,0
1754,2014-04-14,0
1755,2014-04-21,0
1756,2014-04-28,0
1757,2014-05-05,0
1758,2014-05-12,0
1759,2014-05-19,0
1760,2014-05-26,0
1761,2014-06-02,0
1762,2014-06-09,0
1763,2014-06-16,0
1764,2014-06-23,0
1765,2014-06-30,0
1766,2014-07-07,0
1767,2014-07-14,0
1768,2014-07-21,0
1769,2014-07-28,0
1770,2014-08-04,0
1771,2014-08-11,0
1772,2014-08-18,0
1773,2014-08-25,0
1774,2014-09-01,0
1775,2014-09-08,0
1776,2014-09-15,0
1777,2014-09-22,0
1778,2014-09-29,0
1779,2014-10-06,0
1780,2014-10-13,0
1781,2014-10-20,0
1782,2014-10-27,0
1783,2014-11-03,0
1784,2014-11-10,1
1785,2014-11-17,1
1786,2014-11-24,1
1787,2014-12-01,1
1788,2014-12-08,1
1789,2014-12-15,1
1790,2014-12-22,1
1791,2014-12-29,1
1792,2015-01-05,1
1793,2015-01-12,1
1794,2015-01-19,1
1795,2015-01-26,1
1796,2015-02-02,1
1797,2015-02-09,1
1798,2015-02-16,1
1799,2015-02-23,1
1800,2015-03-02,1
1801,2015-03-09,0
1802,2015-03-16,0
1803,2015-03-23,1
1804,2015-03-30,0
1805,2015-04-06,0
1806,2015-04-13,0
1807,2015-04-20,0
1808,2015-04-27,0
1809,2015-05-04,0
1810,2015-05-11,0
1811,2015-05-18,0
1812,2015-05-25,0
1813,2015-06-01,0
1814,2015-06-08,0
1815,2015-06-15,0
1816,2015-06-22,0
1817,2015-06-29,0
1818,2015-07-06,0
1819,2015-07-13,0
1820,2015-07-20,0
1821,2015-07-27,0
1822,2015-08-03,0
1823,2015-08-10,0
1824,2015-08-17,0
1825,2015-08-24,0
1826,2015-08-31,0
1827,2015-09-07,0
1828,2015-09-14,0
1829,2015-09-21,0
1830,2015-09-28,0
1831,2015-10-05,0
1832,2015-10-12,0
1833,2015-10-19,0
1834,2015-10-26,0
1835,2015-11-02,0
1836,2015-11-09,0
1837,2015-11-16,0
1838,2015-11-23,0
1839,2015-11-30,0
1840,2015-12-07,1
1841,2015-12-14,0
1842,2015-12-21,1
1843,2015-12-28,1
1844,2016-01-04,1
1845,2016-01-11,1
1846,2016-01-18,1
1847,2016-01-25,1
1848,2016-02-01,1
1849,2016-02-08,1
1850,2016-02-15,1
1851,2016-02-22,1
1852,2016-02-29,0
1853,2016-03-07,0
1854,2016-03-14,0
1855,2016-03-21,0
1856,2016-03-28,0
1857,2016-04-04,0
1858,2016-04-11,0
1859,2016-04-18,0
1860,2016-04-25,0
1861,2016-05-02,0
1862,2016-05-09,0
1863,2016-05-16,0
1864,2016-05-23,0
1865,2016-05-30,0
1866,2016-06-06,0
1867,2016-06-13,0
1868,2016-06-20,0
1869,2016-06-27,0
1870,2016-07-04,0
1871,2016-07-11,0
1872,2016-07-18,0
1873,2016-07-25,0
1874,2016-08-01,0
1875,2016-08-08,0
1876,2016-08-15,0
1877,2016-08-22,0
1878,2016-08-29,0
1879,2016-09-05,0
1880,2016-09-12,0
1881,2016-09-19,0
1882,2016-09-26,0
1883,2016-10-03,0
1884,2016-10-10,0
1885,2016-10-17,0
1886,2016-10-24,0
1887,2016-10-31,0
1888,2016-11-07,0
1889,2016-11-14,0
1890,2016-11-21,0
1891,2016-11-28,1
1892,2016-12-05,1
1893,2016-12-12,1
1894,2016-12-19,1
1895,2016-12-26,1
1896,2017-01-02,1
1897,2017-01-09,1
1898,2017-01-16,1
1899,2017-01-23,1
1900,2017-01-30,1
1901,2017-02-06,1
1902,2017-02-13,1
1903,2017-02-20,1
1904,2017-02-27,1
1905,2017-03-06,1
1906,2017-03-13,1
1907,2017-03-20,1
1908,2017-03-27,0
1909,2017-04-03,0
1910,2017-04-10,0
1911,2017-04-17,0
1912,2017-04-24,0
1913,2017-05-01,0
1914,2017-05-08,0
1915,2017-05-15,0
1916,2017-05-22,0
1917,2017-05-29,0
1918,2017-06-05,0
1919,2017-06-12,0
1920,2017-06-19,0
1921,2017-06-26,0
1922,2017-07-03,0
1923,2017-07-10,0
1924,2017-07-17,0
1925,2017-07-24,0
1926,2017-07-31,0
1927,2017-08-07,0
1928,2017-08-14,0
1929,2017-08-21,0
1930,2017-08-28,0
1931,2017-09-04,0
1932,2017-09-11,0
1933,2017-09-18,0
1934,2017-09-25,0
1935,2017-10-02,0
1936,2017-10-09,0
1937,2017-10-16,0
1938,2017-10-23,0
1939,2017-10-30,0
1940,2017-11-06,1
1941,2017-11-13,0
1942,2017-11-20,0
1943,2017-11-27,0
1944,2017-12-04,1
1945,2017-12-11,1
1946,2017-12-18,0
1947,2017-12-25,1
1948,2018-01-01,1
1949,2018-01-08,1
1950,2018-01-15,1
1951,2018-01-22,1
1952,2018-01-29,1
1953,2018-02-05,1
1954,2018-02-12,1
1955,2018-02-19,1
1956,2018-02-26,1
1957,2018-03-05,1
1958,2018-03-12,1
1959,2018-03-19,1
1960,2018-03-26,1
1961,2018-04-02,1
1962,2018-04-09,1
1963,2018-04-16,1
1964,2018-04-23,0
1965,2018-04-30,0
1966,2018-05-07,0
1967,2018-05-14,0
1968,2018-05-21,0
1969,2018-05-28,0
1970,2018-06-04,0
1971,2018-06-11,0
1972,2018-06-18,0
1973,2018-06-25,0
1974,2018-07-02,0
1975,2018-07-09,0
1976,2018-07-16,0
1977,2018-07-23,0
1978,2018-07-30,0
1979,2018-08-06,0
1980,2018-08-13,0
1981,2018-08-20,0
1982,2018-08-27,0
1983,2018-09-03,0
1984,2018-09-10,0
1985,2018-09-17,0
1986,2018-09-24,0
1987,2018-10-01,0
1988,2018-10-08,0
1989,2018-10-15,0
1990,2018-10-22,0
1991,2018-10-29,0
1992,2018-11-05,0
1993,2018-11-12,1
1994,2018-11-19,1
1995,2018-11-26,1
1996,2018-12-03,1
1997,2018-12-10,1
1998,2018-12-17,0
1999,2018-12-24,1
2000,2018-12-31,1
2001,2019-01-07,1
2002,2019-01-14,1
2003,2019-01-21,1
2004,2019-01-28,1
2005,2019-02-04,1
2006,2019-02-11,1
2007,2019-02-18,1
2008,2019-02-25,1
2009,2019-03-04,1
2010,2019-03-11,1
2011,2019-03-18,1
2012,2019-03-25,1
2013,2019-04-01,1
2014,2019-04-08,0
2015,2019-04-15,1
2016,2019-04-22,0
2017,2019-04-29,0
2018,2019-05-06,0
2019,2019-05-13,0
2020,2019-05-20,0
2021,2019-05-27,0
2022,2019-06-03,0
2023,2019-06-10,0
2024,2019-06-17,0
2025,2019-06-24,0
2026,2019-07-01,0
2027,2019-07-08,0
2028,2019-07-15,0
2029,2019-07-22,0
2030,2019-07-29,0
2031,2019-08-05,0
2032,2019-08-12,0
2033,2019-08-19,0
2034,2019-08-26,0
2035,2019-09-02,0
2036,2019-09-09,0
2037,2019-09-16,0
2038,2019-09-23,0
2039,2019-09-30,0
2040,2019-10-07,0
2041,2019-10-14,1
2042,2019-10-21,0
2043,2019-10-28,0
2044,2019-11-04,1
2045,2019-11-11,1
2046,2019-11-18,0
2047,2019-11-25,0
2048,2019-12-02,1
2049,2019-12-09,1
2050,2019-12-16,1
2051,2019-12-23,1
2052,2019-12-30,1
2053,2020-01-06,1
2054,2020-01-13,1
2055,2020-01-20,1
2056,2020-01-27,1
2057,2020-02-03,1
2058,2020-02-10,1
2059,2020-02-17,1
2060,2020-02-24,1
2061,2020-03-02,1
2062,2020-03-09,1
2063,2020-03-16,1
2064,2020-03-23,0
2065,2020-03-30,0
2066,2020-04-06,0
2067,2020-04-13,1
2068,2020-04-20,0
2069,2020-04-27,0
2070,2020-05-04,0
2071,2020-05-11,0
2072,2020-05-18,0
2073,2020-05-25,0
2074,2020-06-01,0
2075,2020-06-08,0
2076,2020-06-15,0
2077,2020-06-22,0
2078,2020-06-29,0
2079,2020-07-06,0
2080,2020-07-13,0
2081,2020-07-20,0
2082,2020-07-27,0
2083,2020-08-03,0
2084,2020-08-10,0
2085,2020-08-17,0
2086,2020-08-24,0
2087,2020-08-31,0
2088,2020-09-07,0
2089,2020-09-14,0
2090,2020-09-21,0
2091,2020-09-28,0
2092,2020-10-05,0
2093,2020-10-12,0
2094,2020-10-19,0
2095,2020-10-26,1
2096,2020-11-02,0
2097,2020-11-09,0
2098,2020-11-16,0
2099,2020-11-23,0
2100,2020-11-30,0
2101,2020-12-07,0
2102,2020-12-14,1
2103,2020-12-21,0
2104,2020-12-28,1
2105,2021-01-04,1
2106,2021-01-11,1
2107,2021-01-18,1
2108,2021-01-25,1
2109,2021-02-01,1
2110,2021-02-08,1
2111,2021-02-15,1
2112,2021-02-22,0
2113,2021-03-01,0
2114,2021-03-08,0
2115,2021-03-15,1
2116,2021-03-22,0
2117,2021-03-29,0
2118,2021-04-05,0
2119,2021-04-12,1
2120,2021-04-19,0
2121,2021-04-26,0
2122,2021-05-03,0
2123,2021-05-10,0
2124,2021-05-17,0
2125,2021-05-24,0
2126,2021-05-31,0
2127,2021-06-07,0
2128,2021-06-14,0
2129,2021-06-21,0
2130,2021-06-28,0
2131,2021-07-05,0
2132,2021-07-12,0
2133,2021-07-19,0
2134,2021-07-26,0
2135,2021-08-02,0
2136,2021-08-09,0
2137,2021-08-16,0
2138,2021-08-23,0
2139,2021-08-30,0
2140,2021-09-06,0
2141,2021-09-13,0
2142,2021-09-20,0
2143,2021-09-27,0
2144,2021-10-04,0
2145,2021-10-11,0
2146,2021-10-18,0
2147,2021-10-25,0
2148,2021-11-01,0
2149,2021-11-08,0
2150,2021-11-15,0
2151,2021-11-22,0
2152,2021-11-29,0
2153,2021-12-06,1
2154,2021-12-13,1
2155,2021-12-20,1
2156,2021-12-27,1
2157,2022-01-03,1
2158,2022-01-10,1
2159,2022-01-17,1
2160,2022-01-24,1
2161,2022-01-31,1
2162,2022-02-07,1
2163,2022-02-14,1
2164,2022-02-21,1
2165,2022-02-28,1
2166,2022-03-07,1
2167,2022-03-14,1
2168,2022-03-21,0
2169,2022-03-28,0
2170,2022-04-04,0
2171,2022-04-11,0
2172,2022-04-18,1
2173,2022-04-25,0
2174,2022-05-02,0
2175,2022-05-09,0
2176,2022-05-16,0
2177,2022-05-23,0
2178,2022-05-30,0
2179,2022-06-06,0
2180,2022-06-13,0
2181,2022-06-20,0
2182,2022-06-27,0
2183,2022-07-04,0
2184,2022-07-11,0
2185,2022-07-18,0
2186,2022-07-25,0
2187,2022-08-01,0
2188,2022-08-08,0
2189,2022-08-15,0
2190,2022-08-22,0
2191,2022-08-29,0
2192,2022-09-05,0
2193,2022-09-12,0
2194,2022-09-19,0
2195,2022-09-26,0
2196,2022-10-03,0
2197,2022-10-10,0
2198,2022-10-17,0
2199,2022-10-24,0
2200,2022-10-31,0
2201,2022-11-07,0
2202,2022-11-14,1
2203,2022-11-21,1
2204,2022-11-28,1
2205,2022-12-05,1
2206,2022-12-12,1
2207,2022-12-19,1
2208,2022-12-26,1
2209,2023-01-02,1
2210,2023-01-09,1
2211,2023-01-16,1
2212,2023-01-23,1
2213,2023-01-30,1
2214,2023-02-06,1
2215,2023-02-13,1
2216,2023-02-20,1
2217,2023-02-27,1
2218,2023-03-06,1
2219,2023-03-13,1
2220,2023-03-20,1
2221,2023-03-27,1
2222,2023-04-03,1
2223,2023-04-10,1
2224,2023-04-17,1
2225,2023-04-24,1
2226,2023-05-01,0
2227,2023-05-08,0
2228,2023-05-15,0
2229,2023-05-22,0
2230,2023-05-29,0
2231,2023-06-05,0
2232,2023-06-12,0
2233,2023-06-19,0
2234,2023-06-26,0
2235,2023-07-03,0
2236,2023-07-10,0
2237,2023-07-17,0
2238,2023-07-24,0
2239,2023-07-31,0
